experiment_id	sra_accession	geo_accession	source_assembly_set	assembly	species	assembly_count_reported	is_multi_assembly_record	is_designated_comparison_reference	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	candidate_bed_url	bed_verified	verification_method	http_status	content_length	verification_error	source_url	retrieved_at_utc
SRX20248723	SRA1633789	GSM7305332	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20248723.05.bed	True	HEAD	200	30914		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602141	SRA1650209	GSM7461438	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602141.05.bed	True	HEAD	200	3660631		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602142	SRA1650209	GSM7461439	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602142.05.bed	True	HEAD	200	3117104		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602147	SRA1650209	GSM7461441	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602147.05.bed	True	HEAD	200	2906611		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602148	SRA1650209	GSM7461440	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602148.05.bed	True	HEAD	200	2546501		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602150	SRA1650209	GSM7461449	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602150.05.bed	True	HEAD	200	1887727		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602151	SRA1650209	GSM7461448	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602151.05.bed	True	HEAD	200	1639796		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602152	SRA1650209	GSM7461447	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602152.05.bed	True	HEAD	200	2480902		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20602153	SRA1650209	GSM7461446	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20602153.05.bed	True	HEAD	200	2567147		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20869760	SRA1666644	GSM7528878	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20869760.05.bed	True	HEAD	200	6957418		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20869761	SRA1666644	GSM7528879	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20869761.05.bed	True	HEAD	200	7628714		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20869762	SRA1666644	GSM7528880	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20869762.05.bed	True	HEAD	200	7415183		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX20869763	SRA1666644	GSM7528881	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX20869763.05.bed	True	HEAD	200	7984505		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX21250620	SRA1297222	GSM7681669	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX21250620.05.bed	True	HEAD	200	2034332		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX21250621	SRA1297222	GSM7681670	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX21250621.05.bed	True	HEAD	200	1473884		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX21250632	SRA1297222	GSM7681681	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX21250632.05.bed	True	HEAD	200	3687520		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX21250633	SRA1297222	GSM7681682	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX21250633.05.bed	True	HEAD	200	3691205		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2172653	SRA472949	GSM2319288	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2172653.05.bed	True	HEAD	200	3445453		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX22037088	SRA1730693	GSM7832127	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX22037088.05.bed	True	HEAD	200	3553461		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX22825899	SRA1765286	GSM7956998	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX22825899.05.bed	True	HEAD	200	5516491		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX22825900	SRA1765286	GSM7956999	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX22825900.05.bed	True	HEAD	200	6116101		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679380	SRA1805788	GSM8091487	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679380.05.bed	True	HEAD	200	216706		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679381	SRA1805788	GSM8091488	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679381.05.bed	True	HEAD	200	281050		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679382	SRA1805788	GSM8091489	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679382.05.bed	True	HEAD	200	22551		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679383	SRA1805788	GSM8091490	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679383.05.bed	True	HEAD	200	26428		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679384	SRA1805788	GSM8091491	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679384.05.bed	True	HEAD	200	489407		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679385	SRA1805788	GSM8091492	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679385.05.bed	True	HEAD	200	719917		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679386	SRA1805788	GSM8091493	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679386.05.bed	True	HEAD	200	43983		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679387	SRA1805788	GSM8091494	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679387.05.bed	True	HEAD	200	36075		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679388	SRA1805788	GSM8091495	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679388.05.bed	True	HEAD	200	552484		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679389	SRA1805788	GSM8091496	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679389.05.bed	True	HEAD	200	813588		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679390	SRA1805788	GSM8091497	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679390.05.bed	True	HEAD	200	28959		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679391	SRA1805788	GSM8091498	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679391.05.bed	True	HEAD	200	31054		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679392	SRA1805788	GSM8091499	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679392.05.bed	True	HEAD	200	371347		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679393	SRA1805788	GSM8091500	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679393.05.bed	True	HEAD	200	208267		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679394	SRA1805788	GSM8091501	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679394.05.bed	True	HEAD	200	93216		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679395	SRA1805788	GSM8091502	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679395.05.bed	True	HEAD	200	30067		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679396	SRA1805788	GSM8091503	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679396.05.bed	True	HEAD	200	529099		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679397	SRA1805788	GSM8091504	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679397.05.bed	True	HEAD	200	405282		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679408	SRA1805788	GSM8091505	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679408.05.bed	True	HEAD	200	519701		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23679409	SRA1805788	GSM8091506	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23679409.05.bed	True	HEAD	200	302122		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23842005	SRA1817969	GSM8127951	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23842005.05.bed	True	HEAD	200	278974		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX23842006	SRA1817969	GSM8127952	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX23842006.05.bed	True	HEAD	200	394184		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2402717	SRA501458	GSM2418860	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2402717.05.bed	True	HEAD	200	4808730		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2402721	SRA501458	GSM2418864	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2402721.05.bed	True	HEAD	200	5077856		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX25711542	SRA1948335	GSM8460891	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX25711542.05.bed	True	HEAD	200	3394215		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755304	SRA556728	GSM2587403	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755304.05.bed	True	HEAD	200	271647		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755305	SRA556728	GSM2587404	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755305.05.bed	True	HEAD	200	1367072		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755306	SRA556728	GSM2587405	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755306.05.bed	True	HEAD	200	142026		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755307	SRA556728	GSM2587406	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755307.05.bed	True	HEAD	200	417983		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755308	SRA556728	GSM2587407	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755308.05.bed	True	HEAD	200	1879600		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2755309	SRA556728	GSM2587408	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2755309.05.bed	True	HEAD	200	349065		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790845	SRA560605	GSM2609185	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790845.05.bed	True	HEAD	200	3359745		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790846	SRA560605	GSM2609186	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790846.05.bed	True	HEAD	200	1006362		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790847	SRA560605	GSM2609187	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790847.05.bed	True	HEAD	200	3854629		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790848	SRA560605	GSM2609188	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790848.05.bed	True	HEAD	200	3233771		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790849	SRA560605	GSM2609189	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790849.05.bed	True	HEAD	200	947179		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2790850	SRA560605	GSM2609190	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2790850.05.bed	True	HEAD	200	3459318		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2875269	SRA569241	GSM2645515	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2875269.05.bed	True	HEAD	200	3927642		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2875270	SRA569241	GSM2645516	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX2875270.05.bed	True	HEAD	200	4100854		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3197474	SRA609302	GSM2787567	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3197474.05.bed	True	HEAD	200	6902453		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3197479	SRA609302	GSM2787572	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3197479.05.bed	True	HEAD	200	5924057		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX337184	SRA056211	GSM1212177	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX337184.05.bed	True	HEAD	200	1496572		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3430129	SRA305235	GSM2870294	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3430129.05.bed	True	HEAD	200	5152582		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3430133	SRA305235	GSM2870298	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3430133.05.bed	True	HEAD	200	5851781		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3544080	SRA645349	GSM2916414	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3544080.05.bed	True	HEAD	200	909485		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3544081	SRA645349	GSM2916415	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3544081.05.bed	True	HEAD	200	1489216		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3544082	SRA645349	GSM2916416	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3544082.05.bed	True	HEAD	200	168346		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3544083	SRA645349	GSM2916417	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3544083.05.bed	True	HEAD	200	1487		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3544084	SRA645349	GSM2916418	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3544084.05.bed	True	HEAD	200	618604		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3827066	SRA669655	GSM3058327	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3827066.05.bed	True	HEAD	200	4086708		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3827067	SRA669655	GSM3058328	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX3827067.05.bed	True	HEAD	200	750095		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX4096931	SRA706267	GSM3145752	mm9, mm10	mm9	Mus musculus	2	True	False	ChIP-seq	TFs and others	Ctcf	CTCF	Pluripotent stem cell	ES cells		q < 1e-5	https://chip-atlas.dbcls.jp/data/mm9/eachData/bed05/SRX4096931.05.bed	True	HEAD	200	273672		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
