experiment_id	sra_accession	geo_accession	species	assembly	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	bed_file_count	bed_url	source_url	retrieved_at_utc
SRX19059505	SRA1576135	GSM6940140	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19059505.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19059506	SRA1576135	GSM6940141	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19059506.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19059507	SRA1576135	GSM6940142	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19059507.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7728613	SRA1042959	GSM4314797	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7728613.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7728614	SRA1042959	GSM4314798	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX7728614.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9095269	SRA1042959	GSM4773208	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX9095269.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10977342	SRA1236666	GSM5331181	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived pancreatic cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10977342.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10977343	SRA1236666	GSM5331182	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived pancreatic cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10977343.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10977344	SRA1236666	GSM5331183	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived pancreatic cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10977344.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10977345	SRA1236666	GSM5331184	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	hESC derived pancreatic cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10977345.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976277	SRA1236253	GSM5330584	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976277.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10976278	SRA1236253	GSM5330585	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10976278.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16498454	SRA1460817	GSM6372885	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16498454.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16498455	SRA1460817	GSM6372886	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16498455.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16498456	SRA1460817	GSM6372887	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16498456.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX16498457	SRA1460817	GSM6372888	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX16498457.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327391	SRA1544188	GSM6744919	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327391.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327392	SRA1544188	GSM6744921	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327392.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327393	SRA1544188	GSM6744922	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327393.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327394	SRA1544188	GSM6744923	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327394.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327395	SRA1544188	GSM6744925	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327395.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327396	SRA1544188	GSM6744926	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327396.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327397	SRA1544188	GSM6744927	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327397.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327398	SRA1544188	GSM6744929	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327398.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18327399	SRA1544188	GSM6744930	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18327399.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368279	SRA1546346	GSM6754635	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368279.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368280	SRA1546346	GSM6754636	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368280.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368281	SRA1546346	GSM6754637	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368281.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368282	SRA1546346	GSM6754638	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368282.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368283	SRA1546346	GSM6754639	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368283.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368289	SRA1546346	GSM6754645	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368289.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX22478079	SRA1748603	GSM7889815	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX22478079.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX22478080	SRA1748603	GSM7889816	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX22478080.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX22478081	SRA1748603	GSM7889817	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX22478081.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2636521	SRA545392	GSM2534649	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2636521.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2636522	SRA545392	GSM2534650	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2636522.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4174617	SRA716176	GSM3177707	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4174617.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5090186	SRA818577	GSM3498432	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5090186.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5090187	SRA818577	GSM3498433	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPS cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5090187.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX10151292	SRA1199036	GSM5100368	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX10151292.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368240	SRA1546346	GSM6754596	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368240.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368243	SRA1546346	GSM6754599	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368243.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368252	SRA1546346	GSM6754608	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368252.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368259	SRA1546346	GSM6754615	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368259.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368270	SRA1546346	GSM6754626	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368270.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX18368291	SRA1546346	GSM6754647	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX18368291.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX21278148	SRA1687531	GSM7688216	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX21278148.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11424020	SRA1258442	GSM5444469	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11424020.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11424021	SRA1258442	GSM5444470	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11424021.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11424028	SRA1258442	GSM5444477	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11424028.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11424034	SRA1258442	GSM5444483	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11424034.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11424035	SRA1258442	GSM5444484	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Pluripotent stem cell	iPSC derived neural crests		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11424035.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11222334	SRA1250342	GSM5399507	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11222334.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11222335	SRA1250342	GSM5399508	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11222335.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11222394	SRA1250342	GSM5399565	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11222394.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11222395	SRA1250342	GSM5399566	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11222395.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322948	SRA624173	GSM2828864	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322948.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322949	SRA624173	GSM2828865	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322949.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322969	SRA624188	GSM2828838	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322969.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322970	SRA624188	GSM2828839	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	22Rv1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322970.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322471	SRA623862	GSM2827409	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	C4-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322471.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322472	SRA623862	GSM2827410	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	C4-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322472.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX4819697	SRA791065	GSM3424002	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	DU 145		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX4819697.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112661	SRA1369390	GSM5880324	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112661.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112662	SRA1369390	GSM5880325	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112662.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112663	SRA1369390	GSM5880326	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112663.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112677	SRA1369390	GSM5880420	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112677.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112678	SRA1369390	GSM5880421	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112678.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112679	SRA1369390	GSM5880422	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112679.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112709	SRA1369390	GSM5880388	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112709.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112710	SRA1369390	GSM5880389	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112710.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112711	SRA1369390	GSM5880390	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112711.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112725	SRA1369390	GSM5880356	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112725.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112726	SRA1369390	GSM5880357	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112726.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14112727	SRA1369390	GSM5880358	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX14112727.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX154499	SRA054102	GSM947528	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX154499.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX188951	SRA047313	GSM1006874	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX188951.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX188964	SRA047313	GSM1006887	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX188964.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322260	SRA623724	GSM2827202	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322260.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322261	SRA623724	GSM2827203	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322261.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322525	SRA623897	GSM2827438	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322525.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3322526	SRA623897	GSM2827439	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Prostate	LNCAP		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3322526.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
