experiment_id	sra_accession	geo_accession	species	assembly	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	bed_file_count	bed_url	source_url	retrieved_at_utc
SRX188946	SRA047313	GSM1006869	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM13977		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX188946.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356561	SRA101791	GSM1233993	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18505		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356561.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356562	SRA101791	GSM1233994	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18505		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356562.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356578	SRA101791	GSM1234010	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18526		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356578.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356579	SRA101791	GSM1234011	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18526		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356579.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356595	SRA101791	GSM1234027	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18951		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356595.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356596	SRA101791	GSM1234028	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM18951		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356596.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356612	SRA101791	GSM1234044	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19099		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356612.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356613	SRA101791	GSM1234045	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19099		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356613.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356629	SRA101791	GSM1234061	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19193		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356629.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356630	SRA101791	GSM1234062	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19193		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356630.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX102979	SRA047313	GSM822278	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19238		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX102979.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356646	SRA101791	GSM1234078	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19238		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356646.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356647	SRA101791	GSM1234079	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19238		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356647.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX102978	SRA047313	GSM822277	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19239		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX102978.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356667	SRA101791	GSM1234099	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19239		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356667.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356668	SRA101791	GSM1234100	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19239		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356668.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX102977	SRA047313	GSM822276	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19240		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX102977.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356689	SRA101791	GSM1234121	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19240		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356689.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX356690	SRA101791	GSM1234122	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM19240		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX356690.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX188950	SRA047313	GSM1006873	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	GM20000		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX188950.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11528720	SRA1263515	GSM5468076	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11528720.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11528721	SRA1263515	GSM5468077	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11528721.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11528722	SRA1263515	GSM5468078	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11528722.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11528723	SRA1263515	GSM5468079	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11528723.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2570608	SRA538677	GSM2493878	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2570608.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2570609	SRA538677	GSM2493879	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2570609.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2570610	SRA538677	GSM2493880	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2570610.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2570611	SRA538677	GSM2493881	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX2570611.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX6777953	SRA849625	GSM4052952	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX6777953.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX6777954	SRA849625	GSM4052953	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX6777954.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8622034	SRA838989	GSM4640493	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX8622034.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8622035	SRA838989	GSM4640494	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX8622035.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8622036	SRA838989	GSM4640495	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HAP1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX8622036.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149048	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149048.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149049	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149049.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149059	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149059.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149063	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149063.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149064	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149064.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149074	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149074.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149078	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149078.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149079	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149079.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149089	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149089.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149093	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149093.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149094	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149094.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149104	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149104.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149108	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149108.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149109	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149109.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149119	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149119.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX2868714	ERA1640553	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HEL 92.1.7		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX2868714.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX626787	ERA376999	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX626787.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX626796	ERA376999	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX626796.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX626797	ERA376999	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX626797.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX626806	ERA376999	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX626806.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704045	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704045.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704046	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704046.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704048	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704048.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704061	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704061.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704062	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704062.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX704064	ERA410943	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX704064.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX080351	SRA039324	GSM749688	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HL-60		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX080351.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11704533	SRA1275180	GSM5510528	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HPB-ALL		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX11704533.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19892765	SRA1616697	GSM7152454	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19892765.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19892772	SRA1616697	GSM7152461	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19892772.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19892757	SRA1616697	GSM7152469	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX19892757.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5522009	SRA617739	GSM3671075	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5522009.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5821035	SRA885459	GSM3762814	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5821035.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5821040	SRA885459	GSM3762819	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	HUDEP-2		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5821040.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX1738529	SRA259067	GSM2140683	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Hematopoietic Stem Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX1738529.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX995496	SRA259067	GSM1655735	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Hematopoietic Stem Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX995496.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX003798	SRA008373	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX003798.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX1030324	SRA268741	GSM1689152	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX1030324.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX3927313	SRA688115	GSM3094396	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX3927313.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719576	SRA877907	GSM3732739	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719576.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719577	SRA877907	GSM3732740	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719577.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719607	SRA877907	GSM3732757	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719607.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719608	SRA877907	GSM3732758	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719608.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719611	SRA877907	GSM3732761	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719611.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719612	SRA877907	GSM3732762	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719612.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719615	SRA877907	GSM3732765	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719615.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5719616	SRA877907	GSM3732766	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX5719616.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX6578937	SRA723010	GSM3967084	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX6578937.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX6578938	SRA723010	GSM3967085	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	Jurkat		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/SRX6578938.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149057	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	K-562		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149057.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
ERX1149058	ERA524489	-	unknown	hg19, hg38	ChIP-seq	TFs and others	CTCF	CTCF	Blood	K-562		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/hg19, hg38/eachData/bed05/ERX1149058.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
