resource	assembly	marker	identifier	cell_type	processed_file_download_url
Roadmap	hg19	H3K27me3	NGRMPSARULKYWH	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.H1.H3K27me3.H1EScd1-me3K27-A.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSCIGNW334	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Duodenum_Mucosa.H3K27me3.61.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSDJZN3AOI	Myoepithelial cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Breast_Myoepithelial_Cells.H3K27me3.RM080.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSHY3BTLR7	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC01.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSJCPIJYRX	iPS DF 19	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_19.11.H3K27me3.SK230.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSOLG7ER7I	Skeletal muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Skeletal_Muscle.H3K27me3.19.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSOZQZ3WZH	CD8+ memory T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD8_Memory_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSQWVZD6TM	ES-WA7	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.ES-WA7.H3K27me3.Solexa-12609.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSRHPMKOEJ	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27me3.SK437.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSSTZLIDRE	iPS-18a	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-18a.H3K27me3.DNA_Lib_348.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSTMSDCN5E	HUES48	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.HUES48.H3K27me3.Lib_EpiLabSPL_Row_1716.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSXESPGG4C	CD4+ naive	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4_Naive_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPSZRAOF52Y	Large intestine	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Intestine_Large.H3K27me3.H-24595.Histone.DS23306.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPT3P55HRU5	Esophagus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.Esophagus.H3K27me3.STL003.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPT6747A4JG	Melanocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27me3.skin03.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPT75KB3WH3	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27me3.113.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTBBBR6WCQ	CD4+ CD25- IL17+ Th17 cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells.H3K27me3.Donor_332.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTEJJGJKJZ	Epithelial cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Breast_vHMEC.H3K27me3.RM035.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTFSBAVSMC	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27me3.SK448.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTGUOZNSAT	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Duodenum_Mucosa.H3K27me3.159.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTID4TSPHC	Fibroblast	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Breast_Fibroblast_Primary_Cells.H3K27me3.RM071.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTJN7VLDDR	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.H1.H3K27me3.Solexa-12523.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTJRQGJ3FA	Placenta amnion	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Placenta_Amnion.H3K27me3.CTL02.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTKIEBU5O5	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin01.A05937.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTQW5QKXER	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H3K27me3.LL314.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTUFCJ7XQV	Germinal matrix	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Brain_Germinal_Matrix.H3K27me3.HuFGM01.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTUYEKOUVZ	iPS DF 19	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_19.11.H3K27me3.SK230.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTWAZEDALK	CD56+ ectoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.hESC_Derived_CD56+_Ectoderm_Cultured_Cells.H3K27me3.DNA_Lib_1807.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTXXYX75PS	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Fetal_Brain.H3K27me3.UW_H-22510.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPTYIPVJNKF	CD19+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.CD19_Primary_Cells.H3K27me3.RO_01679.Histone.DS22585.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPU2CC36WWR	CD56+ mesoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.hESC_Derived_CD56+_Mesoderm_Cultured_Cells.H3K27me3.DNA_Lib_1274.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPU56TBU34S	CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD34_Primary_Cells.H3K27me3.CD34_39661.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUAXVMSKGA	Inferior temporal lobe	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Inferior_Temporal_Lobe.H3K27me3.112.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUBAMUWMMN	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H3K27me3.AK142.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUBQVG2M4C	CD4+ CD25+ CD127- Treg	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25+_CD127-_Treg_Primary_Cells.H3K27me3.Donor_62.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUDB3ZHM7T	Neurosphere cultured cell ganglionic eminence derived	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27me3.HuFNSC02.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUDYXKJGDA	Melanocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27me3.skin01.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUELJRRXLP	Substantia nigra	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Substantia_Nigra.H3K27me3.149.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUEXBUBE7L	CD19+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UW.CD19_Primary_Cells.H3K27me3.RO_01701.Histone.DS23315.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUHZEYZZVA	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.1.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUI5RQJ6YE	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.92.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUIRHLK2QE	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.58.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUIWUVDLUT	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.59.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUND65JPBJ	Melanocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27me3.skin03.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUS7AANMHZ	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK311.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUSOJ6U3O2	Ovary	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Ovary.H3K27me3.STL002.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUWQA54EHL	CD3+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD3_Primary_Cells.H3K27me3.CD3_39661.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUXDGMAPN2	CD4+ CD25+ CD127- Treg	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4+_CD25+_CD127-_Treg_Primary_Cells.H3K27me3.Donor_332.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPUZWDOOYKZ	CD19+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UW.CD19_Primary_Cells.H3K27me3.RO_01679.Histone.DS22585.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPV44FKH3PF	CD4+ CD25- CD45RA+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K27me3.Donor_332.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPV4HCIYQYH	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.57.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPV6EKJSUM7	CD4+ naive	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4_Naive_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVA3GAH26A	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC02.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVBZEV7NV2	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Colonic_Mucosa.H3K27me3.32.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVFEIFIK4K	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.H1.H3K27me3.Solexa-8039.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVH654J4AK	Adrenal gland	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Adrenal_Gland.H3K27me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVIRW5OTQT	HUES6	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.HUES6.H3K27me3.Lib_XZ_20101004_04--ChIP_XZ_20100930_04_ES_cell_HUES_6_H3K27Me3.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVMYQN4WJZ	Angular gyrus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Angular_Gyrus.H3K27me3.149.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVOJQ2ZYCQ	Chrondrocytes	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.59.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVPLL726JP	CD8+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD8_Naive_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVPOW3STIJ	Spleen	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Spleen.H3K27me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVSMI4KQSB	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.92.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVSPK4FNJS	Peripheral blood mononuclear cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27me3.TC015.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVTDKOUITH	Gastric	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Gastric.H3K27me3.STL003.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVVLOVNAWY	Chrondrocytes	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.57.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVW2EPIOH7	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K27me3.RO_01536.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPVX3T3XPDK	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K27me3.RO_01549.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPW3ZMILJ5H	Substantia nigra	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Substantia_Nigra.H3K27me3.112.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWA6N4Q7SS	Neuron	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.H9_Derived_Neuron_Cultured_Cells.H3K27me3.113.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWAII4NHCR	Thymus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Thymus.H3K27me3.STL001.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWBDCSEAF5	Muscle satellite cultured cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-2.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWEMCIACSR	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK314.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWFBCKAGKR	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27me3.SK439.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWGZ6PVS7R	Keratinocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin03.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWIAMHNQQB	UCSF-4star	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.UCSF-4Star.H3K27me3.A19299.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWIWMOPI4S	CD56+ ectoderm cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.hESC_Derived_CD56+_Ectoderm_Cultured_Cells.H3K27me3.DNA_Lib_1807.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWJIPFG3DW	iPS-20b	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.iPS-20b.H3K27me3.DNA_Lib_356.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWKJ4NP7WT	CD4+ CD25- IL17- Th17 cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K27me3.Donor_62.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWLA2EG4ZQ	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC-T.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWMXU6MNCQ	Pancreatic islets	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Pancreatic_Islets.H3K27me3.ZGI_213.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWN6J55SLX	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27me3.SK437.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWNXTQCOVP	CD4+ memory	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4_Memory_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWPCJXB4VP	HUES64	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.HUES64.H3K27me3.Lib_EpiLabSPL_Row_1722.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWR2HACSWD	Liver	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Adult_Liver.H3K27me3.4.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWSR5HRPYB	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Stomach_Mucosa.H3K27me3.157.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWSUC4WYUV	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27me3.RO_01562.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWSUGMXZHU	Psoas muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Psoas_Muscle.H3K27me3.STL003.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWURXWPVEX	CD4+ memory	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD4_Memory_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWUXE73N2M	Esophagus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Esophagus.H3K27me3.STL003.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWYY4OR67D	Psoas muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Psoas_Muscle.H3K27me3.STL003.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWYZJYX2Q5	Left ventricle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Left_Ventricle.H3K27me3.STL001.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPWZFLJDKVZ	Fibroblast	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin02.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPX4XQ6GWHM	Muscle satellite cultured cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-1.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPX5N56E6XL	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Rectal_Mucosa.H3K27me3.29.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXA3N2HD63	Skeletal muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Skeletal_Muscle.H3K27me3.62.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXAPWSK3XU	Brain	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSF-UBC.Fetal_Brain.H3K27me3.HuFNSC01.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXEIKTXHSZ	Smooth muscle cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Colon_Smooth_Muscle.H3K27me3.Donor_83_REMC_18.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXEK5KDEJI	Placenta chorion smooth	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Placenta_Chorion_Smooth.H3K27me3.CTL02.broadPeak.bed.gz
