resource	assembly	marker	identifier	cell_type	processed_file_download_url
Roadmap	hg19	H3K27me3	NGRMPXGEXIB3RM	CD4+ CD25+ CD127- Treg	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25+_CD127-_Treg_Primary_Cells.H3K27me3.Donor_332.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXH76LBQET	Aorta	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UCSD.Aorta.H3K27me3.STL003.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXHVEOMYZG	Neurosphere cultured cell cortex derived	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K27me3.HuFNSC01.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXJ2WDHVGG	CD15+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD15_Primary_Cells.H3K27me3.23.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXKXOKO2AZ	Hippocampus middle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Hippocampus_Middle.H3K27me3.150.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXM2RNOJ44	Small intestine	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Small_Intestine.H3K27me3.STL001.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXMOTMS3GO	Thymus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Thymus.H3K27me3.H-24644.Histone.DS22602.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXMXMVW2SF	Liver	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UCSD.Adult_Liver.H3K27me3.STL011.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXR3DO34PT	iPS-18a	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.iPS-18a.H3K27me3.DNA_Lib_348.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXRQYHBRGK	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27me3.SK439.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXT4AICDWO	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK132.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXXWNOW2AN	Melanocyte	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27me3.skin01.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPXZ3FM5IWT	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27me3.AK409.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPY4V3VE2GS	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.H1.H3K27me3.Solexa-8039.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPY6WJTP6HC	Hippocampus middle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Hippocampus_Middle.H3K27me3.149.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPY7EYHX3KO	Skeletal muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Skeletal_Muscle.H3K27me3.63.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPY7HJOW7RM	CD4+ CD25int CD127+ Tmem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25int_CD127+_Tmem_Primary_Cells.H3K27me3.Donor_62.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYB26OO7UP	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Stomach_Mucosa.H3K27me3.157.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYBEXB3RLP	CD4+ CD25- Th cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25-_Th_Primary_Cells.H3K27me3.Donor_332.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYBIDXRWX2	iPS-20b	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.iPS-20b.H3K27me3.Solexa-15159.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYJXUF6SGS	Anterior caudate	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Anterior_Caudate.H3K27me3.112.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYN3GQNYZK	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27me3.AK221.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYRDFE7ZHA	CD15+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD15_Primary_Cells.H3K27me3.23.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYU2JRHLU3	Peripheral blood mononuclear cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27me3.TC015.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYWKTEMLGA	HUES64	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.HUES64.H3K27me3.Lib_MC_20101025_04--ChIP_MC_20101020_04_ES_cell_HUES_64_H3K27Me3.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYXEH4U3KG	Smooth muscle tissue	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Duodenum_Smooth_Muscle.H3K27me3.Donor_174_REMC_28.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYZ6HDO6YN	CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.CD34_Cultured_Cells.H3K27me3.cultured_CD34_2_20_09.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPYZRDWNG4Z	Adipose	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Adipose_Nuclei.H3K27me3.7.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZ2NCEMWBG	iPS-15b	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.iPS-15b.H3K27me3.Lib_MC_20100128_05--ChIP_MC_20100125_05_hiPS-15b_H3K27Me3.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZ33LOJO3G	Muscle satellite cultured cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-3.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZ3IBDQYYL	Fibroblast	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin01.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZ5YM4CVH4	Heart	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Fetal_Heart.H3K27me3.UW_H-22727.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZ6CBYU3VJ	Lung	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Fetal_Lung.H3K27me3.UW_H-22727.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZCIKAP2PF	Smooth muscle tissue	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Rectal_Smooth_Muscle.H3K27me3.30.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZEQZYS6CB	Adipose	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Adipose_Nuclei.H3K27me3.95.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZEZPDE4HB	Skeletal muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Skeletal_Muscle.H3K27me3.63.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZIRVLFIZR	Mid frontal lobe	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K27me3.149.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZJ6VUPB4P	Thymus	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Thymus.H3K27me3.STL001.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZK2SLEUGO	Mucosa	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Colonic_Mucosa.H3K27me3.155.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZKHYDN4ZN	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.1.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZKLJIR2XL	iPS DF 6	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_6.9.H3K27me3.SK275.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZOOSKWSIJ	Muscle	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Muscle_Leg.H3K27me3.H-24644.Histone.DS22559.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZOWX5YHAY	CD4+ CD25int CD127+ Tmem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25int_CD127+_Tmem_Primary_Cells.H3K27me3.Donor_332.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZPB2TDD42	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.H1.H3K27me3.H1EScd1-me3K27-A.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZPVYVNNXP	CD14+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UW.CD14_Primary_Cells.H3K27me3.RO_01721.Histone.DS22405.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZQFTTHCPX	CD4+ memory	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.CD4_Memory_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZQKJND5UK	CD8+ memory T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD8_Memory_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZQM5DHS67	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H3K27me3.SK99.broadPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZT5HXDV7M	Adrenal gland	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Adrenal_Gland.H3K27me3.H-24800.Histone.DS23067.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZXVJXF2R2	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK311.narrowPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZYHZVI2XK	Mobilized CD34+	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27me3.RO_01549.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZYY3CK3QT	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.60.gappedPeak.bed.gz
Roadmap	hg19	H3K27me3	NGRMPZZFFVLM6C	CD4+ CD25- CD45RA+ naive T cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K27me3.Donor_332.broadPeak.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP2JG723G7M	Naive B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62250.Blueprint.ERS663728.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP2NRMIH7QK	Precursor B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58917.Blueprint.ERS1044111.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP2TJK2RD4J	Natural killer cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60718.Blueprint.ERS206595.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP352A3LK57	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60901.Blueprint.ERS353039.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP36WZSE64A	B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57206.Blueprint.ERS715367.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP3ELQW2ED2	CD4+ alpha-beta T cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60685.Blueprint.ERS337154.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP3IEKOY3TK	Precursor B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59121.Blueprint.ERS1044113.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP3NTR3DR6M	B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57652.Blueprint.ERS852687.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP3P36SSRE4	Lymph node	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57694.Blueprint.ERS886074.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP3SSTTT6BL	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60657.Blueprint.ERS255946.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP44QLY572M	Precursor B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59131.Blueprint.ERS1044110.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4CZHEEGIN	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57728.Blueprint.ERS852677.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4GY332OKO	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58392.Blueprint.ERS852688.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4HQ5Q2GVT	Endothelial progenitor cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57624.Blueprint.ERS697025.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4LFTKFPX3	Precursor B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59133.Blueprint.ERS1044114.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4LKGAV2ZO	Neutrophil	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61848.Blueprint.ERS462585.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4N2EUSORC	U-266	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60250.Blueprint.ERS333898.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4PKZFOF2K	CD14+CD16- monocyte	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59757.Blueprint.ERS158623.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4PQX6N4PB	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59207.Blueprint.ERS1028009.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLP4UU4B7ZDQ	Macrophage	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60623.Blueprint.ERS206577.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBEIIQC3TA	CD8+ alpha-beta T cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60846.Blueprint.ERS358697.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBF2IYD2WX	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59030.Blueprint.ERS1028012.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBG4HV2NHL	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62049.Blueprint.ERS663734.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBGV5LNU6H	CD4+ alpha-beta T cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60312.Blueprint.ERS214725.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBHK4VHMOG	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57342.Blueprint.ERS754000.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBOCNTJ447	Precursor B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58776.Blueprint.ERS1044109.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBQMKYITHD	Neutrophilic metamyelocyte	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61852.Blueprint.ERS631530.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBRI3WXVCF	B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62207.Blueprint.ERS663732.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPBU7I3U2ME	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59245.Blueprint.ERS1077462.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPC6OBI4SNS	CD4+ alpha-beta T cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59875.Blueprint.ERS164473.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPCBV6C3QTW	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57440.Blueprint.ERS466413.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPCFFK5SDKQ	Natural killer cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60665.Blueprint.ERS206510.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPCHVX5MSJJ	B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62185.Blueprint.ERS663733.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPD66K2D3WK	Neutrophil	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61923.Blueprint.ERS640350.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPD7NAOPDYW	Macrophage	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60453.Blueprint.ERS227673.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPD7XB3MW5F	CD8+ alpha-beta T cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57552.Blueprint.ERS697069.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDCNHNVP53	Macrophage	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60595.Blueprint.ERS257378.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDFUMEE52C	JVM-2	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60244.Blueprint.ERS333895.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDJQQ52WSG	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62609.Blueprint.ERS466414.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDL6FKP4MQ	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61183.Blueprint.ERS365964.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDTCNC533D	Neutrophil	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61876.Blueprint.ERS631531.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDVOCERP52	Erythroblast	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60409.Blueprint.ERS227606.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDWBC64P2O	Naive B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62157.Blueprint.ERS663726.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPDWJICIIAT	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62047.Blueprint.ERS655120.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPE3JRSQBS5	Blood	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57732.Blueprint.ERS852689.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPE3TP4NPIY	Dendritic cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58598.Blueprint.ERS1044649.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPE4AUQD33M	B cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62057.Blueprint.ERS663722.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPEA6CADGPV	Neutrophil	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59582.Blueprint.ERS150391.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPJ6XL246BK	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60663.Blueprint.ERS255953.H3K36me3.peak_calls.bed.gz
BLUEPRINT	hg38	H3K36me3	NGBLPJDBNO6QAD	Myeloid cell	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62483.Blueprint.ERS693841.H3K36me3.peak_calls.bed.gz
