resource	assembly	identifier	cell_type	tissue_category	biosample_type	assay	target	output_type	file_format	number_of_intervals	processed_file_download_url	release_date	metadata_source
BLUEPRINT	hg38	NGBLPRUKY55TXJ	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	51112	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57484.Blueprint.ERS886078.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTNXCFUCJM	Lymph node	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed6	60225	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57702.Blueprint.ERS886080.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSCSHOLQBE	Lymphocyte - B lineage	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	67849	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62101.Blueprint.ERS655112.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2Y2UQSX5K	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	74444	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60647.Blueprint.ERS222302.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4IU4AW7C2	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	57436	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61501.Blueprint.ERS317193.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4R3LON367	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	52991	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61166.Blueprint.ERS534015.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4TXCJSH6P	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	39292	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60854.Blueprint.ERS358696.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBSD3FTNG4	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	75341	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60693.Blueprint.ERS222313.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBSFO32SIG	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	26791	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60439.Blueprint.ERS222371.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCYGQMLDBH	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	40998	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60613.Blueprint.ERS257336.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJBSYGDBU3	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	41087	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60310.Blueprint.ERS214737.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLCIAHLGIY	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	61580	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61172.Blueprint.ERS534016.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPM2U6ZEM5Y	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	20525	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61439.Blueprint.ERS206577.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRDROKWIUN	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	26779	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60627.Blueprint.ERS257378.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRPKBJUTHG	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	79599	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61487.Blueprint.ERS358671.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSKNN5HCG2	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	24858	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60359.Blueprint.ERS227675.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSMYQHZG2X	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	81562	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58814.Blueprint.ERS902490.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTSYM5FMJJ	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	69891	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61132.Blueprint.ERS534010.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZWUS474K3	Macrophage	Blood	Primary culture	ChIP-seq	H3K27ac	peaks	bed6	85189	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61493.Blueprint.ERS422353.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRK73PZUCO	Memory B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	67209	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57493.Blueprint.ERS643304.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2AWLV25GB	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	78531	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59143.Blueprint.ERS1044029.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2CUAI32ZR	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	98000	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58851.Blueprint.ERS1044027.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2UI72OFUV	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	90101	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58548.Blueprint.ERS1044020.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3OH4Y7CV6	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	84455	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58855.Blueprint.ERS1044030.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPBTRNM7T6I	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	84477	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58678.Blueprint.ERS1044002.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCHLYC2NPD	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	85024	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58494.Blueprint.ERS1044015.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPR6NBYKUEK	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	84168	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58454.Blueprint.ERS1044003.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRVVF3UEK6	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	83478	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58680.Blueprint.ERS1044005.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSYUNRDA6X	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	92316	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58492.Blueprint.ERS1044014.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPT76VEUVWY	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	61501	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58682.Blueprint.ERS1044006.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTT3PIKJ5J	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	74815	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58560.Blueprint.ERS1044022.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYW6EYN7NK	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	80203	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59147.Blueprint.ERS1044028.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZ3GY7N7BE	Monocyte	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	82287	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58566.Blueprint.ERS1044023.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP27RNLAK5B	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	146475	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62097.Blueprint.ERS655114.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2ECERAEJX	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	150633	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59287.Blueprint.ERS1077460.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2IN4Z3XTH	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	7894	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62471.Blueprint.ERS655120.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2IQUOCMRL	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	95179	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57312.Blueprint.ERS754000.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2PNRYPTIK	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	73011	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59261.Blueprint.ERS1077456.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP34ZAD7VVV	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	3090	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62646.Blueprint.ERS655119.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4B4JZXPX6	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	60861	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58728.Blueprint.ERS1027408.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4P2K5ESGV	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	71931	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60619.Blueprint.ERS365962.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCKKJMV2FD	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	57840	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60063.Blueprint.ERS255947.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCKLQF5GFC	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	45427	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58394.Blueprint.ERS1027405.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPD4CVIUOWC	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	66937	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60836.Blueprint.ERS365966.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPE7RYMGZIF	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	116193	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62555.Blueprint.ERS699843.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJAZKAVC3W	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	99023	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59283.Blueprint.ERS1077461.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJTMVNDWHI	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	101366	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57283.Blueprint.ERS753997.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPJTTYBVR6G	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	52488	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60061.Blueprint.ERS255955.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLD5FF5OQV	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	85630	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59275.Blueprint.ERS1027409.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLETTBPACN	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	109325	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60141.Blueprint.ERS255954.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLI7YAB5B5	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	127400	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57372.Blueprint.ERS753998.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRIKZETJGA	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	122723	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59265.Blueprint.ERS1077457.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRODH2WCSU	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	85776	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57228.Blueprint.ERS729252.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRWP7CD4ON	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	93233	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60328.Blueprint.ERS255945.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSFYBAOLLC	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	134408	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62618.Blueprint.ERS699846.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSHG7F55OP	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	61791	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60842.Blueprint.ERS365964.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTSALNXYH3	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	127947	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60714.Blueprint.ERS365967.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPU3GYJ5NTI	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	74830	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60621.Blueprint.ERS365963.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYUJLRSL57	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	96119	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57268.Blueprint.ERS729251.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYZCAAZJW2	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	88386	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62644.Blueprint.ERS255951.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPYZNEQAEFZ	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	11723	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60858.Blueprint.ERS353039.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZOJJYUY7M	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	133357	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60330.Blueprint.ERS255952.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZOMJJMALV	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	69201	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57308.Blueprint.ERS753999.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZZ3OOO4DX	Myeloid cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	69925	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62485.Blueprint.ERS693841.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPKQ2QAUJWT	Naive B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	55883	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61972.Blueprint.ERS257253.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPL3BDZZIHM	Naive B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	4398	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60796.Blueprint.ERS214724.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLYMNITYTI	Naive B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	50596	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62284.Blueprint.ERS663727.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPR7X6LW37Y	Naive B cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	114562	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/57194.Blueprint.ERS715365.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTU6CEXSGA	Natural killer cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	16631	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/60893.Blueprint.ERS257333.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP3LR36XMWB	Neutrophil	Bone	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	62144	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61858.Blueprint.ERS462585.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPDUUF2K63V	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	60438	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61808.Blueprint.ERS631533.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLHV3T6YKF	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	52204	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61968.Blueprint.ERS640350.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPLQNWR5NG4	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	48432	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59564.Blueprint.ERS150368.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRCTUXCZTX	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	74230	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61810.Blueprint.ERS631535.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPRPR67OEJV	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	69445	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59782.Blueprint.ERS164468.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPTWW4HY3B7	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	58838	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62356.Blueprint.ERS462587.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPZDFBP35W3	Neutrophil	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	77174	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61885.Blueprint.ERS462582.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPSO7HTY5VF	Neutrophilic metamyelocyte	Bone	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	48369	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61860.Blueprint.ERS631530.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2G6GW5YJN	Neutrophilic myelocyte	Bone	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	65245	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/61854.Blueprint.ERS462584.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP4K4IXYD3K	Osteoclast	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	91507	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58718.Blueprint.ERS1044652.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP22U5BMHOA	Peripheral mononucleated cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	123478	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/62573.Blueprint.ERS699840.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLP2UGW5NIVW	Precursor B cell	Bone	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	67890	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/59108.Blueprint.ERS1044109.H3K27ac.peak_calls.bed.gz		live FILER2 browser
BLUEPRINT	hg38	NGBLPCR4YT3ION	Precursor B cell	Bone	Primary cell	ChIP-seq	H3K27ac	peaks	bed6	70147	https://filer2.niagads.org/Annotationtracks/IHEC/IHEC_Blueprint/ChIP-seq/bed6/hg38/58700.Blueprint.ERS1044114.H3K27ac.peak_calls.bed.gz		live FILER2 browser
