resource	assembly	identifier	cell_type	tissue_category	biosample_type	assay	target	output_type	file_format	number_of_intervals	processed_file_download_url	release_date	metadata_source
Roadmap	hg19	NGRMPVVOH5WIKX	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	123545	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Colonic_Mucosa.H3K27ac.155.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPXHKFYNU7H	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	59088	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Rectal_Mucosa.H3K27ac.31.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPY4SJPQ6FC	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	124121	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Rectal_Mucosa.H3K27ac.31.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPZK3PQA2ZM	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	85971	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Duodenum_Mucosa.H3K27ac.159.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPZYG6OQPKX	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	210737	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Rectal_Mucosa.H3K27ac.29.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP57H4DHU6L	Muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	108240	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Muscle_Trunk.H3K27ac.H-24851.Histone.DS23303.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPB7I4K3PST	Muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	139778	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Muscle_Leg.H3K27ac.H-24644.Histone.DS21782.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPBKWYDPMMA	Muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	69173	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Muscle_Leg.H3K27ac.H-24644.Histone.DS21782.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPDZVACOKSO	Muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	145158	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Muscle_Leg.H3K27ac.H-24644.Histone.DS21782.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPLYVDKAXIY	Muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	58089	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Muscle_Trunk.H3K27ac.H-24851.Histone.DS23303.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP2FNI4QC76	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	34591	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK319.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP4DDJSBVOK	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	743417	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK319.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP4QAMQ6TS3	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	76192	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK220.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP5WJYFT6XB	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	73282	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK451.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP662MUYZJA	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	97029	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK220.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP6UZ56MNR5	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	1015402	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK451.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPBHJOGSZ2C	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	68426	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK408.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPEASS6JUVG	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	33106	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK319.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPKCLVGB3RI	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	55124	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK408.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPOT6CL5DKQ	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	77590	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK504.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPSJ5QGNMMK	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	78496	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK504.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPSXOOSDZHP	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	969174	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK504.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPUQGLVXREK	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	120944	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK451.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPWJUCG2CFZ	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	786615	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK408.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPYPFPNJSSN	Neuronal progenitor cell	Stem Cell	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	893546	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK220.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP2SWQOBUCM	Neurosphere cultured cell ganglionic eminence derived	Brain	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	58103	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27ac.HuFNSC04.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPAQADIMTLK	Neurosphere cultured cell ganglionic eminence derived	Brain	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	117571	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27ac.HuFNSC04.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPGZCBK3CPW	Neurosphere cultured cell ganglionic eminence derived	Brain	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	197545	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27ac.HuFNSC04.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCWM4VYJML	Ovary	Female Reproductive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	657486	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Ovary.H3K27ac.STL002.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPWWJGTLSNM	Ovary	Female Reproductive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	97437	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Ovary.H3K27ac.STL002.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXN3GXJWV3	Ovary	Female Reproductive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	160482	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Ovary.H3K27ac.STL002.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP7GTI6RJNC	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	699935	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Pancreas.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPDQB64ET7G	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	56659	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Pancreas.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTEFFX6EXD	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	194695	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Pancreas.H3K27ac.STL002.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPVWQ2R7YHW	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	192277	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Pancreas.H3K27ac.STL002.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPWXEMZHN7E	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	1364046	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Pancreas.H3K27ac.STL002.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZCF2MX3FF	Pancreas	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	79170	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Pancreas.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP4RYV6VDDD	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	474396	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZD4_273.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPG7T3IEKDK	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	55934	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZD4_273.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPKBU636OM6	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	221852	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZGI_213.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPPEAVHPOXL	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	70772	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZGI_213.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPUXPO3534X	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	169607	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZD4_273.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPV6SZXHYUS	Pancreatic islets	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	255243	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Pancreatic_Islets.H3K27ac.ZGI_213.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP25E4NIILZ	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	539193	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC015.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPALSFI5SPI	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	34022	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC015.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPBLXKLZETX	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	62083	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC015.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPGJQQUJEV2	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	40919	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC016.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPKCLYR33VC	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	74814	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC016.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPZYJYCF6RR	Peripheral blood mononuclear cell	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	565158	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27ac.TC016.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP7H77UADBL	Placenta	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	121028	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPD7W7IUMA4	Placenta	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	110430	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPUCMQHDFRE	Placenta	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	46197	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP7LX5MXMZ7	Placenta amnion	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	294605	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Placenta_Amnion.H3K27ac.CTL02.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPBAUF2W5KM	Placenta amnion	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	40572	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Placenta_Amnion.H3K27ac.CTL02.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPO2K6FCY2S	Placenta amnion	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	60182	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Placenta_Amnion.H3K27ac.CTL02.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPCD23SE4YU	Placenta chorion smooth	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	53313	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Placenta_Chorion_Smooth.H3K27ac.CTL02.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPN2LNOPO5L	Placenta chorion smooth	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	320409	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Placenta_Chorion_Smooth.H3K27ac.CTL02.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPQPHUWRWNM	Placenta chorion smooth	Placenta	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	163494	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Placenta_Chorion_Smooth.H3K27ac.CTL02.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP32D7BIRDG	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	282547	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Psoas_Muscle.H3K27ac.STL002.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP54RR4MMZY	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	551458	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Psoas_Muscle.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP6VUXDOHX4	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	123245	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPAYUWQOWVK	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	55859	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPEMMHDCHJF	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	108161	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL002.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPHPCIOGI35	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	145746	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPIOZU5FRYB	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	48856	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL002.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPQMTU7VJRN	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	1143255	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Psoas_Muscle.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPSCXG47Q6S	Psoas muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	145183	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Psoas_Muscle.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP23EPRUBPY	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	167224	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Sigmoid_Colon.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPMRRYYASRH	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	212409	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Sigmoid_Colon.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPMZFQT57U3	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	58385	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Sigmoid_Colon.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPN247A4GKA	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	123189	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Sigmoid_Colon.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
