axis,tool,sub_b,precision,threads,num_files,num_intervals,run_id,corpus,wall_time,cpu_time,max_rss_mb,sort_time,sketch_creation_time,comparison_time,pair_time,write_time,metrics_wall_time,metrics_cpu_time,metrics_max_rss_mb,jaccard_n_pairs,jaccard_mae_vs_bt,jaccard_max_err_vs_bt,jaccard_mae_vs_hll,jaccard_max_err_vs_hll,jaccard_ie_mae_vs_bt,jaccard_ie_max_err_vs_bt,jaccard_ie_mae_vs_hll,jaccard_ie_max_err_vs_hll,hostname,cpu_model,cpu_count,slurm_job_id,binary_version,git_sha
precision,hammock_cpp_B,1,14,8,20,192943,1,maurano,8.24552441,46.222943,28.53125,0,8.225946,0.002436,0.002143,0.000293,8.34426165,46.52226,28.53125,380,0.138251289,0.162560875,0.00246153432,0.00969037356,0.00401158755,0.017529409,0.0040258512,0.0179424209,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,16,8,20,192943,1,maurano,8.61407495,48.995618,31.0351562,0,8.590903,0.006627,0.006374,0.000252,8.68070483,49.20099,30.8710938,380,0.137989079,0.158055624,0.00129047892,0.00523170693,0.00267643859,0.00958892435,0.00271984344,0.00969617905,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,18,8,20,192943,1,maurano,9.17163706,53.299326,36.6054688,0,9.129348,0.023962,0.02371,0.000251,9.23974562,53.683034,36.5234375,380,0.137910335,0.157544455,0.000735933202,0.00273820265,0.00115165752,0.0049739892,0.00115483221,0.0043800069,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,20,8,20,192943,1,maurano,11.650053,71.626529,72.4960938,0,11.514678,0.116037,0.115631,0.000406,11.8524446,72.797072,72.6054688,380,0.137725147,0.156795528,0.000408152828,0.00210908893,0.000589444315,0.002104435,0.000590773294,0.00208997607,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,22,8,20,192943,1,maurano,20.9173965,113.877865,212.523438,0,20.276726,0.622872,0.622575,0.000296,21.0423956,116.540827,212.558594,380,0.137756139,0.156853279,0.000235965036,0.00155381206,0.000277571653,0.00101106506,0.000280210496,0.000774156577,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,24,8,20,192943,1,maurano,51.1042976,232.593264,792.558594,0,47.450448,3.619895,3.61901,0.000885,52.591603,241.375414,792.605469,380,0.137611534,0.156930696,0,0,0.000154334819,0.000593982294,0,0,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,bedtools,,,8,20,192943,2,maurano,7.4510107,56.905732,19.0742188,0,,,,,,,,,,,,,,,,,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,12,8,20,192943,2,maurano,8.19455719,45.935392,26.5742188,0,8.175964,0.000817,0.000511,0.000305,8.20774388,45.802102,26.5742188,380,0.137441449,0.167991844,0.00508573126,0.0148238655,0.0087989947,0.0305242542,0.00879433598,0.0304729598,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,14,8,20,192943,2,maurano,8.14617777,45.863998,28.53125,0,8.126758,0.00218,0.00187,0.000309,8.16795993,45.887314,28.53125,380,0.138251289,0.162560875,0.00246153432,0.00969037356,0.00401158755,0.017529409,0.0040258512,0.0179424209,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,16,8,20,192943,2,maurano,8.61174583,48.988873,30.8710938,0,8.592715,0.005972,0.005715,0.000256,8.62476492,49.052457,30.8710938,380,0.137989079,0.158055624,0.00129047892,0.00523170693,0.00267643859,0.00958892435,0.00271984344,0.00969617905,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,18,8,20,192943,2,maurano,9.18261504,53.487051,36.6054688,0,9.147743,0.023739,0.023486,0.000253,9.16402459,53.500484,36.6054688,380,0.137910335,0.157544455,0.000735933202,0.00273820265,0.00115165752,0.0049739892,0.00115483221,0.0043800069,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,20,8,20,192943,2,maurano,11.8174307,72.058498,72.4960938,0,11.693428,0.109365,0.109051,0.000314,12.0301483,73.019034,72.4609375,380,0.137725147,0.156795528,0.000408152828,0.00210908893,0.000589444315,0.002104435,0.000590773294,0.00208997607,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,22,8,20,192943,2,maurano,20.7675858,112.801608,212.558594,0,20.190544,0.558513,0.558203,0.000309,21.3293886,117.268372,212.558594,380,0.137756139,0.156853279,0.000235965036,0.00155381206,0.000277571653,0.00101106506,0.000280210496,0.000774156577,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
precision,hammock_cpp_B,1,24,8,20,192943,2,maurano,51.2191668,231.50585,792.554688,0,47.750993,3.437389,3.437059,0.000329,52.542042,239.925753,792.527344,380,0.137611534,0.156930696,0,0,0.000154334819,0.000593982294,0,0,c432,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,48,29670793,0.7.0,def9ce4-dirty
