Accession	File	Target_of_Assay	Biosample_term_name	Organism
ENCSR466TNQ	ENCFF528HSP	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF972SUT	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF855HBE	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF915LKG	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF549WAF	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF139JDN	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF468EZF	CTCF	spleen	Homo sapiens
ENCSR466TNQ	ENCFF806GMH	CTCF	spleen	Homo sapiens
ENCSR000CBY	ENCFF001LQQ	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001LQS	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001LQT	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001LQX	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001LQY	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001LRE	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF001YAY	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF497WZO	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF581CEH	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF137QSX	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF409DKD	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF362UGO	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF043ZKY	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF830VAD	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF089EWX	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF922FCG	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF250ZOH	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF803MIB	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF426ISA	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF187PDI	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF169CCR	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF535WVL	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF112SBO	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF273VCB	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF384HMO	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF933HEY	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF075ICA	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF759USN	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF192DGD	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF480NDI	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF917TEQ	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF602HTL	CTCF	spleen	ENCAB210NHK
ENCSR000CBY	ENCFF117SRG	CTCF	spleen	ENCAB210NHK
ENCSR041SMK	ENCFF229RMI	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF978BAW	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF870EFC	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF065XOC	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF964VKE	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF135BRB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF243NGS	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF470MBB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF111WBO	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF081EGW	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF627DYN	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF909EDQ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF698RNZ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF671TIQ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF310FWM	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF722SID	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF702PWG	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF906LQJ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF260DWI	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF112EXI	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF186QKQ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF708ZJC	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF057OUB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF027XBS	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF362ESI	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF048VNT	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF042YPB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF221UBN	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF092JQJ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF385XFJ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF844LRA	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF336QVB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF917KFE	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF510UAC	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF755FZG	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF178HWE	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF807NCP	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF935ZIU	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF346IAY	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF526WXN	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF361DLQ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF139GWZ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF589ZBJ	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF637BDS	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF390JIB	CTCF	liver	ENCAB247TYO
ENCSR041SMK	ENCFF164OKU	CTCF	liver	ENCAB247TYO
ENCSR000DMC	ENCFF000RWW	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RWX	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RWY	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RWZ	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RXA	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RXC	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RXE	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RXM	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF000RXV	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF001UTG	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF771XRW	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF115KMD	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF651VTO	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF462JFD	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF983FRB	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF699XJQ	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF437FPB	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF697DNI	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF853DAO	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF485UGO	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF983WRZ	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF467TZG	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF872PGU	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF744PCL	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF188YCG	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF431NTM	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF631PKY	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF446TPO	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF444SRP	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF442FOK	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF362SWV	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF533BOQ	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF110ZAA	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF118LZF	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF174DNB	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF498EED	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF335EKK	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF402MXP	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF469KQR	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF742IDD	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF072YQD	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF805OVS	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF793CZW	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF988YKT	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF794TUK	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF469GWW	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF827EQD	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF129BYY	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF231VUU	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF011TYF	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF986TRC	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF897YPX	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF266RUF	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF326VPY	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF660PEI	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF936UYK	CTCF	kidney	Homo sapiens
ENCSR000DMC	ENCFF163SAM	CTCF	kidney	Homo sapiens
ENCSR753RME	/reference-epigenomes/ENCSR493GDU	CTCF	testis	Homo sapiens
ENCSR037GKL	/experiment-series/ENCSR482HNE	CTCF	stomach	Homo sapiens
ENCSR037GKL	/reference-epigenomes/ENCSR135MTK	CTCF	stomach	Homo sapiens
ENCSR601FEB	/reference-epigenomes/ENCSR519AFE	CTCF	spleen	Homo sapiens
ENCSR266CJT	ENCFF483NTZ	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF938AYU	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF890IDN	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF893AMA	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF900OLB	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF755ACY	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF705QUF	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF324TLY	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF464OPW	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF161AWO	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF645YCX	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF718RSV	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF825QXK	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF919PRQ	CTCF	spleen	ENCAB719MQZ
ENCSR266CJT	ENCFF615RGG	CTCF	spleen	ENCAB719MQZ
ENCSR692ILH	ENCFF232GAY	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF774SIF	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF106TQC	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF370DPP	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF583IEN	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF903NKV	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF925TGL	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF877QMQ	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF003YLJ	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF435CEQ	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF857OID	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF959CLQ	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF219HLR	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF248QUD	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF750TQO	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF882NVP	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF805OEN	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF551SXN	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF656CCY	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF078DZC	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF028ZPB	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF772KAN	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF585XAQ	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF643KOU	CTCF	spleen	Homo sapiens
ENCSR692ILH	ENCFF615RAF	CTCF	spleen	Homo sapiens
ENCSR173AIR	ENCFF040PJI	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF143XEG	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF753ZPS	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF042GGM	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF757JXI	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF704PKN	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF914TTV	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF779SGY	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF552ZFG	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF039SAY	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF579DQD	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF811HOR	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF200UAT	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF920IJH	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF468WHP	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF464YGC	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF933XOI	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF594CJV	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF776NBM	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF825XAC	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF735OGJ	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF595XAI	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF899XIQ	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF179IDQ	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF346IVG	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF370OWL	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF667XYQ	CTCF	stomach	ENCAB830JLB
ENCSR173AIR	ENCFF375TIA	CTCF	stomach	ENCAB830JLB
ENCSR677SIH	ENCFF524BAT	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF472KEL	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF778JBR	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF287DOM	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF365BOP	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF756OXH	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF831IXD	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF558ZIE	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF488FBG	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF973SQV	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF883WKI	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF872SBD	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF970DRN	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF160VYC	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF090OZS	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF604FDV	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF126UDE	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF398YKS	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF693XGU	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF571UHJ	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF518PVA	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF176KNA	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF452VPT	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF179TEC	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF161NMS	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF095TOF	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF890HAR	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF482ZII	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF040OPZ	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF618DXI	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF917TNQ	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF463PEK	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF522LYL	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF542EGR	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF560JWX	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF355LDM	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF890NMA	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF165LXO	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF416HZL	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF851EKP	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF336ZTC	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF895QIK	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF464OGR	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF307UDR	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF082QLZ	CTCF	lung	ENCAB247TYO
ENCSR677SIH	ENCFF364NXH	CTCF	lung	ENCAB247TYO
ENCSR397RHW	ENCFF096EGJ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF803MRJ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF605FQF	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF579VFN	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF583RFB	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF179ZVP	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF253JGJ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF135YTD	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF298WML	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF676SED	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF844ZSH	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF488MHC	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF455ESQ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF587JOJ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF156AIW	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF691ULU	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF689ZFH	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF191NHQ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF900YUX	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF449LBJ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF190CMG	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF317UVR	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF632FCA	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF332QLW	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF735TCQ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF368MGB	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF440ATU	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF713JNS	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF741NZU	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF016DDO	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF928UHY	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF862CCS	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF334RNQ	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF092UFE	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF717MLX	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF233QSB	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF889DRM	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF165STH	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF100KGK	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF744XKD	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF911RBA	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF136ZDK	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF256CAG	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF123IQA	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF715EQR	CTCF	liver	ENCAB247TYO
ENCSR397RHW	ENCFF210PMR	CTCF	liver	ENCAB247TYO
ENCSR143WOK	ENCFF390DAS	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF837KZY	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF867KTT	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF698YTR	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF832VRW	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF177LTM	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF274DSD	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF770LLV	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF754WLB	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF167SIP	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF634TIB	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF962AJT	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF024JOZ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF547BDK	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF195OJA	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF270JZZ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF146SNM	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF538PLQ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF669IDD	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF758LAP	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF568EDT	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF193CUU	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF349HWD	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF408VND	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF739KHJ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF526QWN	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF114ZDH	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF875IOM	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF784YSO	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF083ZQN	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF381LLL	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF694LLR	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF834LET	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF354XFA	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF187ZKI	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF366UTX	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF438SDO	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF816KAQ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF119FUO	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF428FRZ	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF026PSM	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF773HYS	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF644MRR	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF003ZKT	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF113TDC	CTCF	kidney	ENCAB247TYO
ENCSR143WOK	ENCFF105PYA	CTCF	kidney	ENCAB247TYO
ENCSR343RJH	/reference-epigenomes/ENCSR211RGU	CTCF	spleen	Homo sapiens
ENCSR595BPR	/reference-epigenomes/ENCSR592QDE	CTCF	spleen	Homo sapiens
ENCSR185CCV	/reference-epigenomes/ENCSR949WGV	CTCF	stomach	Homo sapiens
ENCSR618QYE	ENCFF501ZUQ	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF865CRA	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF783HNP	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF308BIP	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF852RUX	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF909IAW	CTCF	stomach	ENCAB830JLB
